"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj","definition"
"GO:0009897",0.0247123473222811,0.981313352766628,110,374,"external side of plasma membrane","CC",0.036698760175607,"The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."
"GO:0050654",0.0247720436340046,0.990429566242827,13,30,"chondroitin sulfate proteoglycan metabolic process","BP",0.0367415989640093,"The chemical reactions and pathways involving chondroitin sulfate proteoglycan, any glycoprotein whose glycosaminoglycan units are chondroitin sulfate. Chondroitin sulfates are a group of 10-60 kDa glycosaminoglycans, widely distributed in cartilage and other mammalian connective tissues; the repeat units consist of beta-(1,4)-linked D-glucuronyl beta-(1,3)-N-acetyl-D-galactosamine sulfate."
"GO:0061136",0.0248422595061861,0.983110225486862,60,192,"regulation of proteasomal protein catabolic process","BP",0.0367874391693622,"Any process that modulates the rate, frequency, or extent of the chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."
"GO:0002456",0.0248647258869325,0.984432158654421,42,130,"T cell mediated immunity","BP",0.0367874391693622,"Any process involved in the carrying out of an immune response by a T cell."
"GO:0050900",0.0251011565063229,0.98109071413905,106,366,"leukocyte migration","BP",0.0370560474413323,"The movement of a leukocyte within or between different tissues and organs of the body."
"GO:0031974",0.0251707324769419,0.976983808649845,1402,5401,"membrane-enclosed lumen","CC",0.0370560474413323,"The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."
"GO:0043233",0.0251707324769419,0.976983808649845,1402,5401,"organelle lumen","CC",0.0370560474413323,"The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."
"GO:0070013",0.0251707324769419,0.976983808649845,1402,5401,"intracellular organelle lumen","CC",0.0370560474413323,"An organelle lumen that is part of an intracellular organelle."
"GO:0000900",0.0252584143462731,0.992556475046422,9,18,"mRNA regulatory element binding translation repressor activity","MF",0.037108508510413,"Antagonizes the ribosome-mediated translation of mRNA into a polypeptide via direct binding (through a selective and non-covalent interaction) to nucleic acid."
"GO:0032740",0.025316837384275,0.991094812010627,11,25,"positive regulation of interleukin-17 production","BP",0.037108508510413,"Any process that activates or increases the frequency, rate, or extent of production of any member of the interleukin-17 family of cytokines."
"GO:0080090",0.0253383481601709,0.976869044021623,1310,4989,"regulation of primary metabolic process","BP",0.037108508510413,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."
"GO:0033554",0.0253706624253744,0.977820128213006,482,1777,"cellular response to stress","BP",0.037108508510413,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
"GO:0071629",0.0253767114396788,1,3,3,"cytoplasm protein quality control by the ubiquitin-proteasome system","BP",0.037108508510413,"The chemical reactions and pathways resulting in the breakdown of misfolded proteins in the cytoplasm, which are targeted to cytoplasmic proteasomes for degradation."
"GO:0032388",0.0253933118690064,0.98386975744052,45,134,"positive regulation of intracellular transport","BP",0.037108508510413,"Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells."
"GO:0032469",0.0254605642711892,0.990611256590387,12,27,"endoplasmic reticulum calcium ion homeostasis","BP",0.0371611912340519,"Any process involved in the maintenance of an internal steady state of calcium ions within the endoplasmic reticulum of a cell or between the endoplasmic reticulum and its surroundings."
"GO:1904059",0.0255972285777142,1,3,3,"regulation of locomotor rhythm","BP",0.0373149317454806,NA
"GO:0032732",0.0256692977217863,0.986705906637603,23,64,"positive regulation of interleukin-1 production","BP",0.037333855781569,"Any process that activates or increases the frequency, rate, or extent of interleukin-1 production."
"GO:0031929",0.0256831157434728,0.982935405818143,54,166,"TOR signaling","BP",0.037333855781569,"The series of molecular signals mediated by TOR (Target of rapamycin) proteins, members of the phosphoinositide (PI) 3-kinase related kinase (PIKK) family that act as serine/threonine kinases in response to nutrient availability or growth factors."
"GO:0098698",0.0257042499923481,0.989655356197057,14,32,"postsynaptic specialization assembly","BP",0.037333855781569,"The aggregation, arrangement and bonding together of a set of components to form a postsynaptic specialization, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane."
"GO:0030278",0.0258017025546374,0.98417959331007,39,115,"regulation of ossification","BP",0.0374297536450344,"Any process that modulates the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance."
"GO:0001794",0.0260168729620679,0.996030233926055,5,8,"type IIa hypersensitivity","BP",0.0376501770325916,"An inflammatory response resulting in cell death mediated by activation of the classical complement pathway or induction of effector cell phagocytosis or cytolysis mechanisms via complement or Fc receptors following the binding of antibodies to cell surface antigens on a target cell."
"GO:0002445",0.0260168729620679,0.996030233926055,5,8,"type II hypersensitivity","BP",0.0376501770325916,"An inflammatory response resulting in cell death or dysfunction mediated by activation of the classical complement pathway or induction of effector cell phagocytosis, cytolysis mechanisms via complement or Fc receptors following the binding of antibodies to cell surface antigens on a target cell, or mediated by the direct binding of antibody to cellular receptors."
"GO:0043236",0.0260817162999696,0.990344592492903,12,27,"laminin binding","MF",0.0376982088753201,"Binding to a laminin, a major glycoprotein constituent of the basement membrane of cells."
"GO:0009313",0.0262684508941789,0.993784698649889,7,13,"oligosaccharide catabolic process","BP",0.0379220909272329,"The chemical reactions and pathways resulting in the breakdown of oligosaccharides, molecules with between two and (about) 20 monosaccharide residues connected by glycosidic linkages."
"GO:1902003",0.0267932926352344,0.988634762636049,15,36,"regulation of amyloid-beta formation","BP",0.0386231350097778,NA
"GO:2000646",0.0268189191041866,0.995871567869125,5,8,"positive regulation of receptor catabolic process","BP",0.0386231350097778,NA
"GO:0098552",0.0270823820116283,0.977997848092434,190,676,"side of membrane","CC",0.0389554552848421,"A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."
"GO:0015377",0.027115787670433,0.991139515348677,10,21,"chloride:monoatomic cation symporter activity","MF",0.0389564573166293,"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: cation(out) + Cl-(out) = cation(in) + Cl-(in)."
"GO:0030506",0.0272066698910032,0.992091772222552,9,17,"ankyrin binding","MF",0.0390256155316522,"Binding to ankyrin, a 200 kDa cytoskeletal protein that attaches other cytoskeletal proteins to integral membrane proteins."
"GO:0009170",0.0272338172834719,0.994352832681884,6,11,"purine deoxyribonucleoside monophosphate metabolic process","BP",0.0390256155316522,"The chemical reactions and pathways involving purine deoxyribonucleoside monophosphate, a compound consisting of a purine base linked to a deoxyribose sugar esterified with phosphate on the sugar."
"GO:0051640",0.0272622268029678,0.978119250108527,171,589,"organelle localization","BP",0.0390256155316522,"Any process in which an organelle is transported to, and/or maintained in, a specific location."
"GO:0050435",0.0273031353211826,0.986637696506547,20,52,"amyloid-beta metabolic process","BP",0.0390372559033956,"The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP)."
"GO:0140677",0.02736430977982,0.977003122765459,270,991,"molecular function activator activity","MF",0.0390778092898868,NA
